# global labels: 0x<pc_data_rva>|<qualified name>|votes|<mangled>
0x00DD246C|sStatsEFFAbbrev|1|?sStatsEFFAbbrev@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD25B0|sInventoryCaps|3|?sInventoryCaps@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD25D4|sNewSave|1|?sNewSave@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2628|sTeammateOverencumbered|1|?sTeammateOverencumbered@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD26D0|sRSMBlueAbbrev|1|?sRSMBlueAbbrev@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD26F4|sExit|1|?sExit@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2748|sPoisonNoWeaponMessage|1|?sPoisonNoWeaponMessage@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD27A8|sTravel|1|?sTravel@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD27FC|sFrenziedByPlayerMessage|1|?sFrenziedByPlayerMessage@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2814|sPoisonAlreadyPoisonedMessage|1|?sPoisonAlreadyPoisonedMessage@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD28B0|sAnimationCanNotUnequip|1|?sAnimationCanNotUnequip@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD28D4|fBloodSplatterFlareMult|1|?fBloodSplatterFlareMult@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD28E0|fCreditsScrollSpeed|1|?fCreditsScrollSpeed@@3V?$SettingT@VINISettingCollection@@@@A
0x00DD2994|sStatsCNDAbbrev|1|?sStatsCNDAbbrev@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD29AC|sDehydrationIncrease|1|?sDehydrationIncrease@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2A18|sInventoryRepair|1|?sInventoryRepair@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2A78|sChallengeToggle|1|?sChallengeToggle@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2B20|sRepairItem|1|?sRepairItem@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2B2C|sHackingCorrect|1|?sHackingCorrect@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2C4C|sSavesRemaining|1|?sSavesRemaining@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2CB8|sComputersBack|1|?sComputersBack@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2CE8|sAttributeDrained|1|?sAttributeDrained@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2D18|sNotesToggle|1|?sNotesToggle@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2E14|sRequirementsText|1|?sRequirementsText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2E20|sHour|1|?sHour@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2E50|sCanNotEquipWornEnchantment|1|?sCanNotEquipWornEnchantment@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2E80|sStatsSpecial|1|?sStatsSpecial@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2F88|sStatsAP|1|?sStatsAP@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2FAC|sSleepDeprevationIncrease|1|?sSleepDeprevationIncrease@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD2FD0|sBetMaxText|1|?sBetMaxText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD300C|sVATSMessageLowAP|1|?sVATSMessageLowAP@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3018|sEyebrowsvery|1|?sEyebrowsvery@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3078|sRSMCustomize|1|?sRSMCustomize@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3084|sChin|1|?sChin@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD30B4|fAbsorbGlowColorR|1|?fAbsorbGlowColorR@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3114|sPlural|8|?sPlural@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD31C8|sEyes|1|?sEyes@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD31D4|iMaxCharacterLevel|1|?iMaxCharacterLevel@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3204|sAlignEvil|1|?sAlignEvil@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3240|sInventoryWeight|1|?sInventoryWeight@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD32C4|fAIDefaultSpeechMult|1|?fAIDefaultSpeechMult@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD32D0|sVatsSelect|1|?sVatsSelect@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3360|sCaravanYouWinText|1|?sCaravanYouWinText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD33B4|sSleepDeprevationDecrease|1|?sSleepDeprevationDecrease@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD33CC|sHackingHeader3|1|?sHackingHeader3@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD34F8|sYes|2|?sYes@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3564|sContinue|1|?sContinue@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD35C4|sBack|1|?sBack@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3600|sQuickSaving|1|?sQuickSaving@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD360C|bDebugTangents|1|?bDebugTangents@@3V?$SettingT@VINISettingCollection@@@@A
0x00DD3654|sAddItemtoSpellList|1|?sAddItemtoSpellList@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3684|sNo|2|?sNo@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD36E4|sRSMHairStyle|1|?sRSMHairStyle@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3798|sStopAudio|1|?sStopAudio@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD37C8|sStatsStatus|2|?sStatsStatus@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3804|sTotalBetText|1|?sTotalBetText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD38B8|sOk|4|?sOk@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3900|hkxAnimatedMatrixClass|1|?hkxAnimatedMatrixClass@@3VhkClass@@B
0x00DD3930|psPS3GamepadText|1|?psPS3GamepadText@@3PAPAV?$SettingT@VGameSettingCollection@@@@A
0x00DD393C|bDebugPathingRequest|1|?bDebugPathingRequest@@3V?$SettingT@VINISettingCollection@@@@A
0x00DD3948|sWait|1|?sWait@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3960|sRemaining|2|?sRemaining@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD39C0|sDelete|1|?sDelete@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD39F0|sNoDeviceSelected|1|?sNoDeviceSelected@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3A08|iCapsLimit|1|?iCapsLimit@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3A14|sRadiationIncrease|1|?sRadiationIncrease@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3ABC|sCasinoChipText|2|?sCasinoChipText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3AC8|sHowMany|1|?sHowMany@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3B08|sStatsHP|1|?sStatsHP@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3B2C|sPlayTime|2|?sPlayTime@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3BD4|sMiscTabText|1|?sMiscTabText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3C04|sChemsWithdrawal|1|?sChemsWithdrawal@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3C70|sKarmaMajorGainedImage|1|?sKarmaMajorGainedImage@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3CA0|sComputersAddedNote|1|?sComputersAddedNote@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3CC4|fCrossSkillDamageMultiplier|1|?fCrossSkillDamageMultiplier@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3D0C|sXBoxLoadNoDeviceMessage|1|?sXBoxLoadNoDeviceMessage@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3D24|fVATSCrippledArmThrowingPenatly|1|?fVATSCrippledArmThrowingPenatly@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3DB4|sLuckyWinText|3|?sLuckyWinText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3E08|pLocationTargetName|1|?pLocationTargetName@@3PAPADA
0x00DD3E20|sCantEquipBrokenItem|1|?sCantEquipBrokenItem@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3E38|sUnequipItemOnPlayer|1|?sUnequipItemOnPlayer@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3E74|sStats|1|?sStats@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3E98|cpmaxConcentricLengthA|1|?cpmaxConcentricLengthA@@3PAPAV?$SettingT@VINISettingCollection@@@@A
0x00DD3EB0|sFemale|1|?sFemale@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3EBC|sRadiationSick|3|?sRadiationSick@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3EE0|fDlgLookDegStop|1|?fDlgLookDegStop@@3V?$SettingT@VINISettingCollection@@@@A
0x00DD3F4C|sSecondDozenText|1|?sSecondDozenText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3F70|sPCControlsTextNone|1|?sPCControlsTextNone@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3FA0|fShockBranchBoltsRadius|1|?fShockBranchBoltsRadius@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3FDC|sStatsNoEffects|1|?sStatsNoEffects@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD3FE8|sSpeechChallengeSuccess|1|?sSpeechChallengeSuccess@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD4030|sRepairAllItems|1|?sRepairAllItems@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD4048|bHideUnavailablePerks|1|?bHideUnavailablePerks@@3V?$SettingT@VINISettingCollection@@@@A
0x00DD40D8|sSleepDeprevationNotSick|1|?sSleepDeprevationNotSick@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD4108|sRemoveMarker|1|?sRemoveMarker@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD412C|sInventoryDamagePerSecond|1|?sInventoryDamagePerSecond@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD4180|sBrow|1|?sBrow@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD41A4|iQuestReminderTimeLimit|1|?iQuestReminderTimeLimit@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD41B0|sAlignVeryGood|1|?sAlignVeryGood@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD41BC|sStatsGeneral|1|?sStatsGeneral@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD42F4|sAutoSaveDisabledLoadAnyways|1|?sAutoSaveDisabledLoadAnyways@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD430C|sHackingIntro06|1|?sHackingIntro06@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD4318|sRSMGreenAbbrev|1|?sRSMGreenAbbrev@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD4348|sRadioStationDiscovered|1|?sRadioStationDiscovered@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD4360|sPicksRemainingText|1|?sPicksRemainingText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD43D8|sRSMHair|1|?sRSMHair@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD4474|fValueofItemForNoOwnership|1|?fValueofItemForNoOwnership@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD4480|sNose|1|?sNose@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD44A4|sWorldMapTabText|1|?sWorldMapTabText@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD457C|sAlignNeutral|1|?sAlignNeutral@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD45C4|sWeaponLowCond|1|?sWeaponLowCond@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD45E8|sConfirmChoice1|1|?sConfirmChoice1@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD4618|sOverEncumbered|1|?sOverEncumbered@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD4684|fRumbleHitBlockedStrength|1|?fRumbleHitBlockedStrength@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD46E4|sSaveGameCorrupt|1|?sSaveGameCorrupt@@3V?$SettingT@VGameSettingCollection@@@@A
0x00DD475C|sCursorFilename|1|?sCursorFilename@@3V?$SettingT@VGameSettingCollection@@@@A
